,Date,Day,Month,log_dsprd,log_ret,retv,csi_20day_vol,csi_rstar,exR_rstar,hsi_rstar,sse_rstar,corn_rstar,soybean_rstar,heat_rstar,bond_rstar,platinum_rstar,palladium_rstar
19,2005-02-01,1,2,2.544746650144018,0.0011199322931263467,5.978136556811195e-05,0.01148991880993684,-0.018598404447924887,0.0,-0.015621378291379127,-0.020982984095736578,-0.023339919622694008,-0.025284845486032024,-0.02864940091562956,-0.020175005881308505,-0.009049627012471539,-0.022462781329601687
20,2005-02-02,2,2,3.9166124577619517,0.05193590391667691,0.2661440988481483,0.01614108712146499,-0.018598404447924887,0.0,-0.01029260885597476,-0.020982984095736578,-0.023339919622694008,-0.025284845486032024,-0.02864940091562956,-0.015530515017316348,-0.009049627012471539,-0.022462781329601687
21,2005-02-03,3,2,3.0924051608142555,-0.013689323982691626,0.01970113220668922,0.016295152643877122,-0.018598404447924887,0.0,-0.01029260885597476,-0.020982984095736578,-0.023339919622694008,-0.025284845486032024,-0.027303746624341915,-0.015530515017316348,-0.009049627012471539,-0.025156060672777134
22,2005-02-04,4,2,3.4368862240706597,0.02352253642650659,0.05371171603340541,0.01709904793436815,-0.018598404447924887,0.0,-0.010229285681259581,-0.020982984095736578,-0.023339919622694008,-0.025284845486032024,-0.027303746624341915,-0.015530515017316348,-0.008568573507813926,-0.025156060672777134
23,2005-02-16,16,2,2.6919208191723256,0.0065868384234670785,0.0038938726108525548,0.01701866381193006,-0.018598404447924887,0.0,-0.010229285681259581,-0.015722881531815024,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
24,2005-02-17,17,2,2.635479508267378,-0.0029057984725557873,0.0010579059799027733,0.017021696605451594,-0.018598404447924887,0.0,-0.010229285681259581,-0.015722881531815024,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
25,2005-02-18,18,2,2.74534598584591,-0.014368715525960418,0.021654487240707804,0.01733605797082243,-0.018598404447924887,0.0,-0.010229285681259581,-0.015970280491349142,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
26,2005-02-21,21,2,2.9428587839469245,0.01927528569478998,0.03582895320299405,0.017845196624716904,-0.018598404447924887,0.0,-0.010229285681259581,-0.015970280491349142,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
27,2005-02-22,22,2,3.1842843800985854,0.0203735145654651,0.0401071371414821,0.018288573757732303,-0.018598404447924887,0.0,-0.008841329467298919,-0.015970280491349142,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
28,2005-02-23,23,2,2.563409711275928,-0.0026785559474307163,0.0009152465130396536,0.017647370774985204,-0.015252992482991501,0.0,-0.010007106088675853,-0.015970280491349142,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
29,2005-02-24,24,2,2.4185887687503533,0.0014549634039848769,0.00012281409581480635,0.017577378155039156,-0.015252992482991501,0.0,-0.010007106088675853,-0.015970280491349142,-0.015163922758125531,-0.014595102970217582,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.02123300024077479
30,2005-02-25,25,2,2.6026896854443837,0.0012426993024625688,8.027283940153597e-05,0.01748610208322533,-0.015252992482991501,0.0,-0.010007106088675853,-0.015970280491349142,-0.01217305635891703,-0.013669955708443642,-0.037744766025110815,-0.010584763609306467,-0.01910908526965491,-0.022014515977359327
31,2005-02-28,28,2,2.5832425505088628,-0.006488581528552473,0.004672173237587961,0.017355257087276116,-0.015252992482991501,0.0,-0.010007106088675853,-0.010991020544427065,-0.01217305635891703,-0.013669955708443642,-0.028399003357678483,-0.010584763609306467,-0.01910908526965491,-0.022014515977359327
32,2005-03-01,1,3,2.4484155412055797,-0.003911523735505185,0.0018132879800611848,0.016312666374479732,-0.015252992482991501,0.0,-0.010028514677501876,-0.010991020544427065,-0.01217305635891703,-0.013700145099754623,-0.028399003357678483,-0.010584763609306467,-0.01910908526965491,-0.022014515977359327
33,2005-03-02,2,3,3.209229447816395,-0.01420366569219933,0.0211714544174278,0.016276707926919428,-0.015252992482991501,0.0,-0.012905152709048906,-0.012962526279150243,-0.01217305635891703,-0.012045000889697361,-0.028399003357678483,-0.010584763609306467,-0.01910908526965491,-0.022014515977359327
34,2005-03-03,3,3,2.6137395216309756,0.006237117772905698,0.003469645381067956,0.01632914623260249,-0.015252992482991501,0.0,-0.012905152709048906,-0.012962526279150243,-0.011925826740551659,-0.012045000889697361,-0.028399003357678483,-0.01037437601820606,-0.01910908526965491,-0.017395580585421965
35,2005-03-04,4,3,2.269028309465199,-0.00393881701404819,0.0018366069127272932,0.01625325533504511,-0.015252992482991501,0.0,-0.013471292014870117,-0.012962526279150243,-0.011925826740551659,-0.012045000889697361,-0.028399003357678483,-0.01037437601820606,-0.01910908526965491,-0.017395580585421965
36,2005-03-07,7,3,1.9257074417377793,0.0060383716301144474,0.003239457737194228,0.01590945725084203,-0.014645344859235652,0.0,-0.013471292014870117,-0.012962526279150243,-0.016330865723325216,-0.01732559002555882,-0.028399003357678483,-0.01037437601820606,-0.01910908526965491,-0.017395580585421965
37,2005-03-08,8,3,2.799717389628037,0.018395215796551234,0.03257471829063026,0.016359825287592847,-0.014645344859235652,0.0,-0.013471292014870117,-0.012962526279150243,-0.016330865723325216,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.01910908526965491,-0.017395580585421965
38,2005-03-09,9,3,2.5384474167160365,-0.0023383116598871823,0.0007209546403192894,0.0160121159856376,-0.0142903168549239,0.0,-0.013471292014870117,-0.012962526279150243,-0.016330865723325216,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.017959664331314327,-0.017395580585421965
39,2005-03-10,10,3,3.298056622742644,-0.02332689931940024,0.05604415864497353,0.01686357159611255,-0.019071762017516324,0.0,-0.013471292014870117,-0.018759448330299966,-0.016330865723325216,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.017959664331314327,-0.018705458895506455
40,2005-03-11,11,3,2.415020522323829,0.0048979530458854725,0.002071346563054561,0.012342757829377798,-0.019071762017516324,0.0,-0.013471292014870117,-0.018759448330299966,-0.016330865723325216,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.017959664331314327,-0.018705458895506455
41,2005-03-14,14,3,3.282413845672188,0.0034977640277737976,0.0009928900803192532,0.011957823789113219,-0.019071762017516324,0.0,-0.013471292014870117,-0.018759448330299966,-0.017144224384691334,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.017959664331314327,-0.018705458895506455
42,2005-03-15,15,3,2.9601050959108433,-0.01712888226296716,0.030539765976588022,0.011463139829168679,-0.020382841217594524,0.0,-0.013471292014870117,-0.021356243702534437,-0.017144224384691334,-0.01732559002555882,-0.019016014752070085,-0.00999853047476364,-0.017959664331314327,-0.018705458895506455
43,2005-03-16,16,3,2.786861381526501,-0.010364123138999481,0.011472276464918746,0.011627242866221828,-0.020382841217594524,0.0,-0.013471292014870117,-0.021356243702534437,-0.017144224384691334,-0.01732559002555882,-0.019016014752070085,-0.01305348314559525,-0.008421258614430993,-0.018705458895506455
44,2005-03-17,17,3,2.5416019934645493,-0.01023090895757317,0.01118868307541265,0.011843064013077923,-0.020382841217594524,0.0,-0.013471292014870117,-0.021356243702534437,-0.017144224384691334,-0.01732559002555882,-0.019016014752070085,-0.01305348314559525,-0.00940143638551023,-0.019328152915153506
45,2005-03-18,18,3,3.0296504917574487,-0.014405378143231395,0.02176252313830277,0.01184534436673999,-0.020382841217594524,0.0,-0.013471292014870117,-0.021356243702534437,-0.017189304570512487,-0.0283787591682011,-0.017011172650534572,-0.014915224104624165,-0.00940143638551023,-0.019328152915153506
46,2005-03-21,21,3,2.3204250111223717,0.0032949967328992358,0.00086921694644304,0.011082974106185728,-0.020382841217594524,0.0,-0.013471292014870117,-0.021356243702534437,-0.020975198458656467,-0.03471268689130376,-0.017011172650534572,-0.014915224104624165,-0.010348728290012963,-0.019328152915153506
47,2005-03-22,22,3,3.1170645587215176,-0.018367244503594726,0.035021352257576036,0.010967653468104755,-0.02097106328189262,0.0,-0.013471292014870117,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.02212093635516401,-0.014915224104624165,-0.010348728290012963,-0.019328152915153506
48,2005-03-23,23,3,2.9637254774189046,-0.0052105389255512335,0.0030883440096503676,0.011017076351951802,-0.02097106328189262,0.0,-0.013911660236387612,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.02212093635516401,-0.014915224104624165,-0.011121963797875622,-0.026998726659228624
49,2005-03-24,24,3,2.8051769118329313,0.0060193236151731,0.003217811194220039,0.01108708572592177,-0.02097106328189262,0.0,-0.013911660236387612,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.026998726659228624
50,2005-03-25,25,3,2.0681277817795727,-0.001908951901441469,0.0005088182907331626,0.01109674468569968,-0.02097106328189262,0.0,-0.01417025339590101,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
51,2005-03-28,28,3,2.5525652982618174,-0.0023496886557863306,0.0007270771669055076,0.011007506283634947,-0.02097106328189262,0.0,-0.014299549975657709,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
52,2005-03-29,29,3,2.593761054700082,-0.005751911843880464,0.0037193654221835417,0.011050711891336414,-0.02097106328189262,0.0,-0.01442884655541441,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
53,2005-03-30,30,3,2.7930039069823764,-0.019194974770152307,0.03818789362929497,0.011429193012249709,-0.021364235158507473,0.0,-0.01442884655541441,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
54,2005-03-31,31,3,2.6411978941143675,0.005502267464280841,0.002657937897650472,0.01141142406404866,-0.021364235158507473,0.0,-0.01442884655541441,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.021528404587450596,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
55,2005-04-01,1,4,3.957951937316546,0.03743524280824939,0.13755564329689499,0.014074093838028531,-0.021364235158507473,0.0,-0.013198447005958024,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.019991693538777347,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
56,2005-04-04,4,4,2.8864752876170385,-0.01646165884405626,0.02825225470582984,0.01451159935520377,-0.021364235158507473,0.0,-0.013198447005958024,-0.021727639436607448,-0.020975198458656467,-0.03471268689130376,-0.02164317517578916,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
57,2005-04-05,5,4,2.6504210882655714,-0.006851734778479113,0.005181815706281003,0.01403175201298027,-0.021364235158507473,0.0,-0.013198447005958024,-0.021727639436607448,-0.02241831697377517,-0.03471268689130376,-0.02380183412905567,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
58,2005-04-06,6,4,3.3641875560282535,0.018733021747224576,0.03380550552819498,0.014609323735125926,-0.021364235158507473,0.0,-0.013198447005958024,-0.021727639436607448,-0.02241831697377517,-0.03471268689130376,-0.024611763679238723,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
59,2005-04-07,7,4,3.2565568918358907,0.011295054722610942,0.011986541590870156,0.013834866514378161,-0.018801802893537455,0.0,-0.013198447005958024,-0.019419521312979037,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
60,2005-04-08,8,4,3.1851121947153946,0.0188318494632016,0.034169896904116315,0.014403222092337289,-0.018801802893537455,0.0,-0.013198447005958024,-0.019419521312979037,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
61,2005-04-11,11,4,2.770711962226923,-0.008034582736932805,0.007024670812460487,0.014507539316068163,-0.018801802893537455,0.0,-0.013198447005958024,-0.019419521312979037,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.014915224104624165,-0.011121963797875622,-0.02675806709793109
62,2005-04-12,12,4,2.741484977188447,-0.016939598215985008,0.02988177721045148,0.014496196143271356,-0.018801802893537455,0.0,-0.013198447005958024,-0.019396179265148715,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.020686082402293852,-0.011121963797875622,-0.02675806709793109
63,2005-04-13,13,4,2.920469789053442,0.02242971379319858,0.048765736978503525,0.015125687848193473,-0.018801802893537455,0.0,-0.013198447005958024,-0.019396179265148715,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.01991904143784935,-0.011121963797875622,-0.02675806709793109
64,2005-04-14,14,4,3.0368742168851623,-0.014005098421315587,0.0205975501185287,0.015280407926575316,-0.018801802893537455,0.0,-0.013198447005958024,-0.019396179265148715,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.01991904143784935,-0.011121963797875622,-0.02641062696956866
65,2005-04-15,15,4,2.368372833532055,-0.013156340010445078,0.01823333909777483,0.01522255807616715,-0.018801802893537455,0.0,-0.013198447005958024,-0.019396179265148715,-0.02241831697377517,-0.03471268689130376,-0.03626314574053583,-0.026882129813418865,-0.011121963797875622,-0.02641062696956866
66,2005-04-18,18,4,2.5063419305080648,-0.010640758861218735,0.012072531122397475,0.015405451355616263,-0.018801802893537455,0.0,-0.017543549611412246,-0.019396179265148715,-0.02241831697377517,-0.02885472260111102,-0.03626314574053583,-0.026882129813418865,-0.011121963797875622,-0.02641062696956866
67,2005-04-19,19,4,2.394252281519873,0.00219727916104695,0.0003424464870864032,0.014832008582286291,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.01801603710723497,-0.021528838310365457,-0.03626314574053583,-0.026882129813418865,-0.00971938106734491,-0.02641062696956866
68,2005-04-20,20,4,2.887590114934284,-0.01567260110410995,0.025661955184080744,0.01520773764148466,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.01801603710723497,-0.021528838310365457,-0.03466695369311509,-0.026882129813418865,-0.00971938106734491,-0.014614058308269982
69,2005-04-21,21,4,2.830267833826455,-0.00727237550854376,0.00580510459499329,0.015250210846824905,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.017492588991218513,-0.021528838310365457,-0.03466695369311509,-0.026882129813418865,-0.007469084264969505,-0.025124772683582815
70,2005-04-22,22,4,2.5610957881455416,-0.005183009669818439,0.0030578221999997116,0.015291940126329598,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.017492588991218513,-0.021528838310365457,-0.03466695369311509,-0.026882129813418865,-0.007469084264969505,-0.025124772683582815
71,2005-04-25,25,4,2.7619068738929236,-0.009662117678617577,0.01001773959972876,0.01544308142967785,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.017492588991218513,-0.021528838310365457,-0.036225262199677255,-0.026882129813418865,-0.007469084264969505,-0.025124772683582815
72,2005-04-26,26,4,2.7113779911948894,0.007508805330633805,0.005129506247045506,0.015465892617501645,-0.018123670906922837,0.0,-0.017543549611412246,-0.01824033316010263,-0.017492588991218513,-0.021528838310365457,-0.036225262199677255,-0.026882129813418865,-0.007469084264969505,-0.025124772683582815
73,2005-04-27,27,4,2.565718292524413,-0.011246684480036073,0.013440768109934314,0.015060553499005655,-0.01671257701431885,0.0,-0.015660639432372836,-0.01722344875038768,-0.017492588991218513,-0.021528838310365457,-0.03652415512590843,-0.026882129813418865,-0.010335878185698099,-0.025124772683582815
74,2005-04-28,28,4,3.423284978126159,0.01655760881173407,0.026279200206277414,0.015447682766380366,-0.01671257701431885,0.0,-0.015660639432372836,-0.01722344875038768,-0.017492588991218513,-0.0202609192395566,-0.03652415512590843,-0.026882129813418865,-0.010335878185698099,-0.0332770401624237
75,2005-04-29,29,4,2.5368663887187193,-0.010328399700918922,0.011395878251571899,0.013249566797750915,-0.01671257701431885,0.0,-0.015660639432372836,-0.01722344875038768,-0.017492588991218513,-0.015954978030171645,-0.04797383434177041,-0.026882129813418865,-0.010335878185698099,-0.0332770401624237
76,2005-05-09,9,5,3.340030946424669,-0.025219086699832083,0.06536119136685871,0.013932174584700616,-0.021286329670004718,0.0,-0.015660639432372836,-0.01672318759297122,-0.016827651216656858,-0.012522044081774058,-0.03913729085744534,-0.026882129813418865,-0.009639806381713911,-0.0332770401624237
77,2005-05-10,10,5,3.0483247236731636,0.004291404582900782,0.0015560314049654503,0.013866960608147702,-0.021286329670004718,0.0,-0.015660639432372836,-0.015166667225402695,-0.016827651216656858,-0.012522044081774058,-0.03913729085744534,-0.026882129813418865,-0.009639806381713911,-0.0332770401624237
78,2005-05-11,11,5,2.8201877010390586,-0.012375290860223487,0.01618502776224976,0.013545565976545515,-0.021286329670004718,0.0,-0.015660639432372836,-0.015166667225402695,-0.016827651216656858,-0.012522044081774058,-0.04012876896815598,-0.026882129813418865,-0.009639806381713911,-0.0332770401624237
79,2005-05-12,12,5,2.8063861018230694,-0.017934439421851245,0.03342018205386255,0.01393553651125222,-0.021758879242791185,0.0,-0.015660639432372836,-0.017120162885479174,-0.016827651216656858,-0.01412019459873966,-0.04012876896815598,-0.026882129813418865,-0.011614076949895292,-0.0332770401624237
80,2005-05-13,13,5,3.132009891846537,0.0019398210621073275,0.0002537881172452504,0.01331319358617639,-0.021758879242791185,0.0,-0.015660639432372836,-0.017120162885479174,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.0244865025541385,-0.011614076949895292,-0.0332770401624237
81,2005-05-16,16,5,2.776331708518612,-0.013921180568650549,0.020357379109230498,0.013561249116928468,-0.021758879242791185,0.0,-0.016791184356846546,-0.016361472030733036,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.027473559835351196,-0.015659514560010086,-0.0332770401624237
82,2005-05-17,17,5,2.9992261628082435,0.007047213422576526,0.004489623431870095,0.013084777442589632,-0.021758879242791185,0.0,-0.017921729281320253,-0.016361472030733036,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.027473559835351196,-0.015659514560010086,-0.0332770401624237
83,2005-05-18,18,5,2.9220857333856887,0.001972051912439987,0.00026416121867168716,0.01212273124515208,-0.021758879242791185,0.0,-0.011081863639599732,-0.016361472030733036,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.023471404258217626,-0.015659514560010086,-0.0332770401624237
84,2005-05-19,19,5,2.8172035149987336,0.0010976763183663252,5.6389305237296334e-05,0.011691451254465409,-0.021758879242791185,0.0,-0.011081863639599732,-0.016361472030733036,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.02441775249755186,-0.015659514560010086,-0.028734930058602545
85,2005-05-20,20,5,2.471483629455862,-0.00159598886123824,0.00037742272543901017,0.011303188676182171,-0.021758879242791185,0.0,-0.011081863639599732,-0.016361472030733036,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.02441775249755186,-0.015659514560010086,-0.028734930058602545
86,2005-05-23,23,5,2.90032208874933,-0.02224477497657773,0.051037691903411744,0.012134440845786016,-0.02380628863128626,0.0,-0.011081863639599732,-0.022399685132982003,-0.016827651216656858,-0.016313452010171665,-0.04012876896815598,-0.02637924028047715,-0.015659514560010086,-0.028734930058602545
87,2005-05-24,24,5,2.7837759116303427,0.005912940198036232,0.003098249345847553,0.01219108510630865,-0.02380628863128626,0.0,-0.011081863639599732,-0.022399685132982003,-0.017071894298639808,-0.016313452010171665,-0.04012876896815598,-0.02637924028047715,-0.015659514560010086,-0.028734930058602545
88,2005-05-25,25,5,2.6837575085331644,-1.1514701395931581e-05,1.283523001141447e-05,0.011653239725167673,-0.02380628863128626,0.0,-0.01309493470348384,-0.022399685132982003,-0.017071894298639808,-0.016313452010171665,-0.04012876896815598,-0.02637924028047715,-0.015062312809949184,-0.028734930058602545
89,2005-05-26,26,5,2.8836827697453677,-0.012887104843062325,0.017513486612886885,0.011901772435279241,-0.02380628863128626,0.0,-0.01309493470348384,-0.022399685132982003,-0.017071894298639808,-0.016313452010171665,-0.04012876896815598,-0.02637924028047715,-0.015062312809949184,-0.0194064810239549
90,2005-05-27,27,5,2.806990148957117,-0.00916319598388693,0.009043903821069342,0.01202685444793058,-0.02380628863128626,0.0,-0.01309493470348384,-0.022399685132982003,-0.018128624434142575,-0.016313452010171665,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.0194064810239549
91,2005-05-30,30,5,2.794839331174602,0.0071549521714127096,0.0046351641438028635,0.011914442504110069,-0.02380628863128626,0.0,-0.01309493470348384,-0.022399685132982003,-0.018128624434142575,-0.016313452010171665,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
92,2005-05-31,31,5,2.293544348341905,0.0003972983763027571,2.5553212276178843e-07,0.011806325204155746,-0.02380628863128626,0.0,-0.01309493470348384,-0.022399685132982003,-0.018128624434142575,-0.016313452010171665,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
93,2005-06-01,1,6,3.0736188122110626,-0.021754879267597005,0.0488481936321462,0.012533675741273554,-0.02380628863128626,0.0,-0.01309493470348384,-0.023504089673038228,-0.015750388180878497,-0.016313452010171665,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
94,2005-06-02,2,6,3.1135153092103742,-0.02313030754204881,0.05511721458957105,0.013096260335646814,-0.024226916599885025,0.0,-0.01309493470348384,-0.024443215011895836,-0.025822016862252106,-0.021253430574608934,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
95,2005-06-03,3,6,2.7656899805486237,-0.00042776566427349394,5.998717121105877e-05,0.012878046794403861,-0.024226916599885025,0.0,-0.01309493470348384,-0.024443215011895836,-0.025822016862252106,-0.021253430574608934,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
96,2005-06-06,6,6,3.445852022202587,0.025311695720337646,0.06232486051393594,0.012818967345788593,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.025822016862252106,-0.021253430574608934,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
97,2005-06-07,7,6,3.131573496465408,-0.002052163843308641,0.0005754778948660483,0.01279982996204811,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.025822016862252106,-0.021253430574608934,-0.023696130767406953,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
98,2005-06-08,8,6,4.1644923221241825,0.07862686805572405,0.612777716602546,0.02149725544057875,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.027093942799729855,-0.021253430574608934,-0.03077322013442129,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
99,2005-06-09,9,6,3.412137321700491,0.007512257813680812,0.005134452815180636,0.02116575363312518,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.027093942799729855,-0.021253430574608934,-0.025624579393940916,-0.02637924028047715,-0.015062312809949184,-0.016583935254335345
100,2005-06-10,10,6,3.128513384787811,-0.019965691214967052,0.041259519462370504,0.021644675847208115,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.03011899060447949,-0.021253430574608934,-0.024366429744073773,-0.02637924028047715,-0.013816384059483709,-0.016583935254335345
101,2005-06-13,13,6,3.11307076597122,-0.0017901902382115864,0.00045665058505171266,0.021413585133476014,-0.022709679573450048,0.0,-0.01309493470348384,-0.024443215011895836,-0.03011899060447949,-0.01882498421159565,-0.024366429744073773,-0.02573612667509339,-0.013816384059483709,-0.016583935254335345
102,2005-06-14,14,6,3.1157350659486855,-0.010605221828717148,0.011994564731419697,0.021501025531783357,-0.022709679573450048,0.0,-0.00805956588705694,-0.024443215011895836,-0.03011899060447949,-0.01882498421159565,-0.026004579663251978,-0.02573612667509339,-0.007064691265534905,-0.016583935254335345
103,2005-06-15,15,6,2.779440197188884,-0.019093686088125672,0.037793048496351386,0.021933046814276387,-0.022709679573450048,0.0,-0.00805956588705694,-0.024443215011895836,-0.03011899060447949,-0.01882498421159565,-0.026004579663251978,-0.02573612667509339,-0.007064691265534905,-0.016583935254335345
104,2005-06-16,16,6,2.871302195175812,0.01421501883659193,0.019232893069759664,0.022150548400423426,-0.022709679573450048,0.0,-0.0088179924994352,-0.024443215011895836,-0.03011899060447949,-0.01882498421159565,-0.026004579663251978,-0.02767996318659579,-0.007064691265534905,-0.01578650615723216
105,2005-06-17,17,6,2.4882344398806815,0.0012616577125807993,8.370594325611071e-05,0.0221472331465673,-0.022709679573450048,0.0,-0.0088179924994352,-0.024443215011895836,-0.03011899060447949,-0.01882498421159565,-0.026004579663251978,-0.02767996318659579,-0.007064691265534905,-0.01578650615723216
106,2005-06-20,20,6,3.5240048109237043,0.028995650496431047,0.08207596033024343,0.022494867642682968,-0.0224769791116842,0.0,-0.0088179924994352,-0.0215642195842453,-0.03011899060447949,-0.01882498421159565,-0.026004579663251978,-0.027124409920055007,-0.006837617541704465,-0.01578650615723216
